영화제목,유통회사명,개봉년도,개봉월,총스크린수,관람객수,장르,등급,네이버_평점,씨네21_평점,평균평점,장르2,등급_le,관람객수_le,계절_le,계절,관객수_등급,장르_le
99번의 정사,주식회사 풍경소리,2023,8,5.0,13.0,기타,청소년관람불가,0.0,6.833333333333333,3.4166666666666665,16,3,12,1,2,1,16
물안에서,"(주)영화제작전원사 ,(주)콘텐츠판다",2023,4,61.0,12.0,드라마,12세이상관람가,6.97,7.25,7.109999999999999,2,0,11,0,1,1,2
비닐하우스,(주)트리플픽쳐스,2023,7,78.0,12.0,범죄,15세이상관람가,7.54,5.0,6.27,4,1,11,1,2,1,4
디어 마이 러브,(주)뮤제엔터테인먼트,2023,7,23.0,11.0,멜로/로맨스,전체관람가,7.67,6.0,6.835,3,2,10,1,2,1,3
더 버닝 씨,(주)엣나인필름,2023,8,36.0,10.0,액션,12세이상관람가,8.17,5.0,6.585,1,0,9,1,2,1,1
블랙 데몬,(주)엔케이컨텐츠,2023,9,1.0,10.0,스릴러,15세이상관람가,3.19,5.907272727272727,4.548636363636364,7,1,9,2,3,1,7
이름 없는 춤,"(주)디오시네마,GATE6",2023,8,14.0,10.0,다큐멘터리,12세이상관람가,6.83,5.5,6.165,8,0,9,1,2,1,8
론 서바이버 : 아이 엠 리벤지,라온아이(주),2023,9,1.0,8.0,액션,청소년관람불가,1.33,5.615555555555556,3.472777777777778,1,3,7,2,3,1,1
지옥갱,(주)투케이에스픽처스,2023,9,1.0,8.0,전쟁,15세이상관람가,4.0,5.83,4.915,12,1,7,2,3,1,12
더 썬,(주)스튜디오디에이치엘,2023,7,62.0,5.0,드라마,15세이상관람가,6.75,5.67,6.21,2,1,4,1,2,1,2
작은정원,(주)시네마달,2023,7,20.0,5.0,다큐멘터리,전체관람가,9.78,6.5,8.14,8,2,4,1,2,1,8
러브 라이프,M&M 인터내셔널,2023,7,30.0,2.0,드라마,12세이상관람가,7.53,4.0,5.765000000000001,2,0,1,1,2,1,2
사고물건 무서운 방,(주)미디어캐슬,2023,8,1.0,2.0,공포(호러),15세이상관람가,2.4,5.486,3.9429999999999996,5,1,1,1,2,1,5
그래픽 디자이어,(주)콘텐트마인,2023,9,1.0,1.0,멜로/로맨스,청소년관람불가,9.0,9.33,9.165,3,3,0,2,3,1,3
30일,(주)마인드마크,2023,10,63.0,60078.6015625,코미디,12세이상관람가,7.99,6.67,7.33,6,0,1872,2,3,3,6
그대들은 어떻게 살 것인가,메가박스중앙(주),2023,10,63.0,26575.857421875,애니메이션,전체관람가,6.98,7.9,7.44,0,2,1762,2,3,3,0
천박사 퇴마 연구소: 설경의 비밀,(주)씨제이이엔엠,2023,9,63.0,627.25,판타지,12세이상관람가,7.03,5.0,6.015000000000001,10,0,594,2,3,2,10
1947 보스톤,"롯데컬처웍스(주)롯데엔터테인먼트,(주)콘텐츠지오,주식회사 에이투지엔터테인먼트",2023,9,63.0,1755.908203125,드라마,12세이상관람가,7.83,5.67,6.75,2,0,1043,2,3,2,2
크리에이터,월트디즈니컴퍼니코리아 유한책임회사,2023,10,878.0,525.0,SF,12세이상관람가,7.39,6.75,7.07,13,0,521,2,3,2,13
화란,플러스엠 엔터테인먼트,2023,10,976.0,19155.623046875,드라마,15세이상관람가,6.9,6.5,6.7,2,1,1708,2,3,3,2
더 넌 2,워너브러더스 코리아(주),2023,9,720.0,471.9333190917969,공포(호러),15세이상관람가,6.79,5.5,6.145,5,1,472,2,3,2,5
용감한 시민,(주)마인드마크,2023,10,887.0,61400.56640625,액션,15세이상관람가,6.87,5.0,5.9350000000000005,1,1,1875,2,3,3,1
퍼피 구조대: 더 마이티 무비,롯데컬처웍스(주)롯데엔터테인먼트,2023,10,566.0,26575.857421875,애니메이션,전체관람가,8.35,6.476857142857143,7.413428571428572,0,2,1762,2,3,3,0
플라워 킬링 문,롯데컬처웍스(주)롯데엔터테인먼트,2023,10,719.0,81545.0,범죄,청소년관람불가,7.373636363636364,7.5,7.436818181818182,4,3,1904,2,3,3,4
거미집,(주)바른손이앤에이,2023,9,63.0,8726.2861328125,코미디,15세이상관람가,7.61,6.67,7.140000000000001,6,1,1535,2,3,3,6
화사한 그녀,"(주)제이앤씨미디어그룹,(주)스튜디오 산타클로스엔터테인먼트",2023,10,414.0,60078.6015625,코미디,12세이상관람가,7.66,4.0,5.83,6,0,1872,2,3,3,6
극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,(주)넥스트엔터테인먼트월드(NEW),2023,9,601.0,15955.3486328125,애니메이션,전체관람가,8.41,5.0,6.705,0,2,1667,2,3,3,0
사나: 저주의 아이,(주)바이포엠스튜디오,2023,10,199.0,7556.86669921875,공포(호러),15세이상관람가,7.35,4.5,5.925,5,1,1482,2,3,3,5
엑소시스트: 믿는 자,유니버설픽쳐스인터내셔널 코리아(유),2023,10,630.0,7556.86669921875,공포(호러),15세이상관람가,5.81,4.0,4.904999999999999,5,1,1482,2,3,3,5
블루 자이언트,판씨네마(주),2023,10,574.0,26575.857421875,애니메이션,12세이상관람가,8.7,6.67,7.685,0,0,1762,2,3,3,0
익스펜더블 4,"(주)올스타엔터테인먼트,(주)플레이그램",2023,10,634.0,61400.56640625,액션,청소년관람불가,6.47,5.0,5.734999999999999,1,3,1875,2,3,3,1
잠,롯데컬처웍스(주)롯데엔터테인먼트,2023,9,63.0,223.77777099609372,미스터리,15세이상관람가,7.84,7.0,7.42,9,1,232,2,3,1,9
바람 따라 만나리 : 김호중의 계절,"씨제이포디플렉스 주식회사,CGV ICECON",2023,10,78.0,8114.125,공연,전체관람가,9.79,6.29,8.04,14,2,1510,2,3,3,14
마브카 : 숲의 노래,(주)팝엔터테인먼트,2023,10,489.0,26575.857421875,애니메이션,전체관람가,7.8,6.0,6.9,0,2,1762,2,3,3,0
오펜하이머,유니버설픽쳐스인터내셔널 코리아(유),2023,8,63.0,338.6428527832031,스릴러,15세이상관람가,8.53,8.4,8.465,7,1,346,1,2,2,7
괴담만찬,"TCO(주)더콘텐츠온,(주)블루라벨픽쳐스,(주)대교 미디어콘텐츠사업본부",2023,10,162.0,7556.86669921875,공포(호러),15세이상관람가,8.63,4.5,6.565,5,1,1482,2,3,3,5
아르고 원정대: 꼬마 영웅 패티의 대모험,(주)스튜디오디에이치엘,2023,9,516.0,15955.3486328125,애니메이션,전체관람가,8.53,6.0,7.265,0,2,1667,2,3,3,0
드림쏭2,주식회사 원더스튜디오,2023,10,389.0,26575.857421875,애니메이션,전체관람가,9.2,6.476857142857143,7.838428571428571,0,2,1762,2,3,3,0
가문의 영광: 리턴즈,(주)넥스트엔터테인먼트월드(NEW),2023,9,823.0,8726.2861328125,코미디,15세이상관람가,3.57,1.5,2.535,6,1,1535,2,3,3,6
그란 투리스모,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2023,9,883.0,243490.03125,액션,12세이상관람가,8.34,6.0,7.17,1,0,1990,2,3,3,1
에브리씽 에브리웨어 올 앳 원스,워터홀컴퍼니(주),2022,10,620.0,61400.56640625,액션,15세이상관람가,8.8,8.43,8.615,1,1,1875,2,3,3,1
"여름을 향한 터널, 이별의 출구",(주)미디어캐슬,2023,9,269.0,15955.3486328125,애니메이션,12세이상관람가,7.46,6.0,6.73,0,0,1667,2,3,3,0
"기억해, 우리가 사랑한 시간","(주)도키엔터테인먼트,(주)키다리스튜디오",2023,10,178.0,196.44444274902344,멜로/로맨스,전체관람가,7.2,5.0,6.1,3,2,206,2,3,1,3
80일간의 세계일주,"(주)제이앤씨미디어그룹,와이드 릴리즈(주)",2023,9,171.0,15955.3486328125,애니메이션,전체관람가,8.0,6.5,7.25,0,2,1667,2,3,3,0
오픈 더 도어,"(주)콘텐츠판다,(주)비에이엔터테인먼트",2023,10,213.0,2271.666748046875,미스터리,15세이상관람가,6.63,5.0,5.8149999999999995,9,1,1123,2,3,2,9
아이유 콘서트 : 더 골든 아워,씨제이 씨지브이(CJ CGV)(주),2023,9,63.0,5141.58349609375,공연,전체관람가,9.66,6.375,8.0175,14,2,1382,2,3,3,14
나의 행복한 결혼,(주)디스테이션,2023,10,109.0,228.0,판타지,12세이상관람가,8.0,6.0,7.0,10,0,237,2,3,1,10
빌리와 용감한 녀석들: 황금 달걀 구조대,(주)박수엔터테인먼트,2023,10,306.0,26575.857421875,애니메이션,전체관람가,8.5,6.476857142857143,7.488428571428571,0,2,1762,2,3,3,0
더 킬러,씨제이 씨지브이(CJ CGV)(주),2023,10,78.0,5875.2998046875,스릴러,15세이상관람가,7.41,7.0,7.205,7,1,1420,2,3,3,7
시수,(주)이놀미디어,2023,10,175.0,61400.56640625,액션,청소년관람불가,7.47,6.0,6.734999999999999,1,3,1875,2,3,3,1
엘리멘탈,월트디즈니컴퍼니코리아 유한책임회사,2023,6,63.0,251541.71875,애니메이션,전체관람가,8.92,7.29,8.105,0,2,1995,1,2,3,0
너와 나,"주식회사 필름영,그린나래미디어(주)",2023,10,76.0,19155.623046875,드라마,12세이상관람가,8.77,6.288468468468468,7.529234234234234,2,0,1708,2,3,3,2
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 2,메가박스중앙(주),2023,10,78.0,26575.857421875,애니메이션,전체관람가,7.748640776699029,6.476857142857143,7.112748959778086,0,2,1762,2,3,3,0
킴스 비디오,오드,2023,9,39.0,10077.0712890625,다큐멘터리,12세이상관람가,8.2,7.0,7.6,8,0,1562,2,3,3,8
만강홍: 사라진 밀서,팝엔터테인먼트,2023,10,153.0,2271.666748046875,미스터리,15세이상관람가,5.75,6.33,6.04,9,1,1123,2,3,2,9
더 퍼스트 슬램덩크,(주)넥스트엔터테인먼트월드(NEW),2023,1,63.0,90301.8671875,애니메이션,12세이상관람가,9.25,7.67,8.46,0,0,1911,3,4,3,0
극장판 아이돌리쉬 세븐; 라이브 4비트 비욘드 더 피리어드 - 데이 1,메가박스중앙(주),2023,10,79.0,26575.857421875,애니메이션,전체관람가,7.748640776699029,6.476857142857143,7.112748959778086,0,2,1762,2,3,3,0
씰벤져스 : 용감한 바다특공대,(주)무비다이브,2023,9,121.0,15955.3486328125,애니메이션,전체관람가,6.48,5.805714285714285,6.142857142857142,0,2,1667,2,3,3,0
두 사람을 위한 식탁,필름다빈,2023,10,37.0,1010.3181762695312,다큐멘터리,12세이상관람가,8.56,6.33,7.445,8,0,866,2,3,2,8
여덟 개의 산,(주)영화사 진진,2023,9,44.0,1755.908203125,드라마,12세이상관람가,8.18,7.33,7.755,2,0,1043,2,3,2,2
플로라 앤 썬,씨제이 씨지브이(CJ CGV)(주),2023,9,120.0,1755.908203125,드라마,15세이상관람가,7.88,7.0,7.4399999999999995,2,1,1043,2,3,2,2
믿을 수 있는 사람,찬란,2023,10,62.0,19155.623046875,드라마,12세이상관람가,8.0,6.0,7.0,2,0,1708,2,3,3,2
달짝지근해: 7510,(주)마인드마크,2023,8,884.0,7816.11767578125,코미디,12세이상관람가,7.67,6.5,7.085,6,0,1496,1,2,3,6
수라,"스튜디오두마,미디어나무(주),스튜디오 에이드",2023,6,136.0,1111.7291259765625,다큐멘터리,전체관람가,8.268196721311476,8.0,8.134098360655738,8,2,905,1,2,2,8
유앤미앤미,주식회사 원더스튜디오,2023,10,73.0,196.44444274902344,멜로/로맨스,전체관람가,6.96,5.0,5.98,3,2,206,2,3,1,3
어파이어,M&M 인터내셔널,2023,9,68.0,1755.908203125,드라마,12세이상관람가,8.02,8.43,8.225,2,0,1043,2,3,2,2
당나귀 EO,"찬란,(주)하이스트레인저",2023,10,35.0,19155.623046875,드라마,15세이상관람가,7.63,7.25,7.4399999999999995,2,1,1708,2,3,3,2
우리의 하루,"(주)영화제작전원사 ,(주)콘텐츠판다",2023,10,47.0,19155.623046875,드라마,12세이상관람가,6.9,7.67,7.285,2,0,1708,2,3,3,2
스크래퍼,"그린나래미디어(주),(주)스튜디오 산타클로스엔터테인먼트",2023,9,45.0,8726.2861328125,코미디,12세이상관람가,7.56,6.0,6.779999999999999,6,0,1535,2,3,3,6
"람빅, 시간과 열정의 맥주",(주)마노엔터테인먼트,2023,10,26.0,1010.3181762695312,다큐멘터리,전체관람가,7.75,6.046393442622951,6.898196721311475,8,2,866,2,3,2,8
아버지의 마음,"(주)드림팩트엔터테인먼트,파이오니아21",2023,7,85.0,949.1199951171876,다큐멘터리,전체관람가,9.33,6.342105263157895,7.836052631578948,8,2,837,1,2,2,8
달리랜드,스튜디오 에이드,2023,10,68.0,60078.6015625,코미디,15세이상관람가,7.04,5.0,6.02,6,1,1872,2,3,3,6
베니스 유령 살인사건,월트디즈니컴퍼니코리아 유한책임회사,2023,9,876.0,132.0,범죄,12세이상관람가,7.19,5.67,6.43,4,0,137,2,3,1,4
콘크리트 유토피아,롯데컬처웍스(주)롯데엔터테인먼트,2023,8,63.0,15568.5234375,드라마,15세이상관람가,8.19,7.14,7.664999999999999,2,1,1661,1,2,3,2
프리 철수 리,커넥트픽쳐스(주),2023,10,59.0,1010.3181762695312,다큐멘터리,12세이상관람가,7.88,7.0,7.4399999999999995,8,0,866,2,3,2,8
절해고도,"아이 엠,무브먼트",2023,9,36.0,1755.908203125,드라마,12세이상관람가,7.88,6.5,7.1899999999999995,2,0,1043,2,3,2,2
스즈메의 문단속,(주)쇼박스,2023,3,63.0,17394.171875,애니메이션,12세이상관람가,8.45,7.6,8.024999999999999,0,0,1683,0,1,3,0
문바운드,주식회사 블루필름웍스,2023,10,68.0,228.0,판타지,전체관람가,9.71,6.22,7.965,10,2,237,2,3,1,10
밀수,(주)넥스트엔터테인먼트월드(NEW),2023,7,63.0,156217.234375,액션,15세이상관람가,7.94,6.14,7.04,1,1,1959,1,2,3,1
이터널 메모리,(주)엣나인필름,2023,9,42.0,10077.0712890625,다큐멘터리,전체관람가,7.81,5.5,6.654999999999999,8,2,1562,2,3,3,8
탄생,"씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",2022,11,670.0,98366.2890625,드라마,12세이상관람가,8.15,6.56,7.355,2,0,1919,2,3,3,2
팟 제너레이션,주식회사 왓챠,2023,10,25.0,525.0,SF,12세이상관람가,6.5,5.5,6.0,13,0,521,2,3,2,13
세이 예스 어게인,(주)팝엔터테인먼트,2023,10,65.0,196.44444274902344,멜로/로맨스,12세이상관람가,5.82,4.5,5.16,3,0,206,2,3,1,3
명탐정코난: 흑철의 어영,(주)씨제이이엔엠,2023,7,63.0,871.0,애니메이션,12세이상관람가,8.56,6.0,7.28,0,0,780,1,2,2,0
엔니오: 더 마에스트로,"(주)영화사 진진,(주)씨네필운",2023,7,67.0,650.0,다큐멘터리,12세이상관람가,8.826785714285714,6.5,7.663392857142857,8,0,612,1,2,2,8
어느 멋진 아침,"찬란,(주)빅브라더스",2023,9,50.0,629.0,드라마,15세이상관람가,6.89,7.0,6.945,2,1,596,2,3,2,2
킹 오브 킬러스,주식회사 풍경소리,2023,10,30.0,576.0,액션,청소년관람불가,6.6,6.83,6.715,1,3,554,2,3,2,1
칸다하,(주)누리픽쳐스,2023,9,78.0,565.0,스릴러,15세이상관람가,7.2,5.0,6.1,7,1,546,2,3,2,7
닌자터틀: 뮤턴트 대소동,롯데컬처웍스(주)롯데엔터테인먼트,2023,9,650.0,500.0,애니메이션,전체관람가,7.16,5.5,6.33,0,2,497,2,3,2,0
핑크퐁 시네마 콘서트3 : 진저브레드맨을 잡아라,더핑크퐁컴퍼니(주),2023,7,128.0,451.0,애니메이션,전체관람가,7.88,5.856865671641791,6.8684328358208955,0,2,453,1,2,2,0
치치핑핑의 쿵쿵따 탐험대,(주)에픽캔,2023,4,4.0,387.0,공연,전체관람가,6.092499999999999,6.1175,6.1049999999999995,14,2,393,0,1,2,14
물꽃의 전설,(주)영화사 진진,2023,8,33.0,379.0,다큐멘터리,전체관람가,8.89,6.0,7.445,8,2,384,1,2,2,8
더 문,(주)씨제이이엔엠,2023,8,63.0,355.0,SF,12세이상관람가,7.36,7.0,7.18,13,0,360,1,2,2,13
잔고: 분노의 적자,(주)영화사 그램,2023,9,42.0,320.0,서부극(웨스턴),12세이상관람가,6.81,4.0,5.404999999999999,20,0,330,2,3,2,20
조이 라이드,판씨네마(주),2023,8,225.0,306.0,코미디,청소년관람불가,6.51,6.0,6.255,6,3,315,1,2,2,6
생츄어리: 마법의 소원나무,(주)팝엔터테인먼트,2023,9,188.0,305.0,애니메이션,전체관람가,7.9,5.0,6.45,0,2,314,2,3,2,0
듣보인간의 생존신고,(주)시네마달,2023,9,93.0,299.0,다큐멘터리,전체관람가,9.31,5.25,7.28,8,2,306,2,3,2,8
킹 오브 뉴욕,일미디어,2023,9,8.0,281.0,액션,청소년관람불가,9.0,7.33,8.165,1,3,288,2,3,2,1
작은정원,(주)시네마달,2023,7,20.0,245.0,다큐멘터리,전체관람가,9.78,6.5,8.14,8,2,254,1,2,1,8
번개맨: 더 비기닝,"(주)드림팩트엔터테인먼트,(주)빅브라더스",2023,9,181.0,237.0,애니메이션,전체관람가,5.38,5.0,5.1899999999999995,0,2,246,2,3,1,0
봉태리,(주)보더레스랩,2023,10,21.0,178.0,멜로/로맨스,12세이상관람가,6.82,5.277777777777778,6.048888888888889,3,0,186,2,3,1,3
거룩한 술꾼의 전설,일미디어,2023,8,18.0,171.0,드라마,15세이상관람가,7.32,7.67,7.495,2,1,180,1,2,1,2
비공식작전,(주)쇼박스,2023,8,63.0,155.0,드라마,12세이상관람가,7.84,5.5,6.67,2,0,161,1,2,1,2
폭로,(주)메리크리스마스,2023,9,145.0,150.0,범죄,12세이상관람가,6.41,5.83,6.12,4,0,155,2,3,1,4
그녀의 취미생활,(주)트리플픽쳐스,2023,8,52.0,147.0,미스터리,15세이상관람가,8.06,5.8,6.93,9,1,152,1,2,1,9
한 남자,트윈플러스파트너스(주),2023,8,161.0,140.0,범죄,12세이상관람가,8.19,7.25,7.72,4,0,145,1,2,1,4
뮤직 샤펠,해피송,2023,9,39.0,139.0,드라마,12세이상관람가,7.64,6.0,6.82,2,0,144,2,3,1,2
살바도르 달리 : 불멸을 찾아서,(주)마노엔터테인먼트,2023,8,34.0,139.0,다큐멘터리,12세이상관람가,6.53,5.0,5.765000000000001,8,0,144,1,2,1,8
마에스트로,(주)티캐스트,2023,8,45.0,137.0,드라마,12세이상관람가,7.05,5.0,6.025,2,0,142,1,2,1,2
마인드 유니버스,영화사빅,2023,9,12.0,129.0,SF,12세이상관람가,8.9,6.0,7.45,13,0,134,2,3,1,13
바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지 넘어 하늘까지!,와이드 릴리즈(주),2023,8,245.0,129.0,애니메이션,전체관람가,7.7,5.7515217391304345,6.725760869565217,0,2,134,1,2,1,0
키네마의 신,(주)미디어캐슬,2023,10,6.0,120.0,드라마,12세이상관람가,8.67,6.288468468468468,7.479234234234234,2,0,125,2,3,1,2
말없는 소녀,주식회사 슈아픽처스,2023,5,52.0,114.0,드라마,전체관람가,8.36,7.0,7.68,2,2,118,0,1,1,2
책 종이 가위,"(주)디오시네마,GATE6",2023,9,14.0,106.0,다큐멘터리,전체관람가,7.8,6.33,7.0649999999999995,8,2,109,2,3,1,8
"안녕, 내일 또 만나","(주)영화사 안다미로,영화로운 형제",2023,9,21.0,105.0,드라마,12세이상관람가,9.25,6.0,7.625,2,0,108,2,3,1,2
바비,워너브러더스 코리아(주),2023,7,780.0,100.0,기타,12세이상관람가,8.29,5.5,6.895,16,0,103,1,2,1,16
로보카폴리 안전교실 교통편,(주)로이비쥬얼,2022,9,16.0,96.0,애니메이션,전체관람가,8.113118279569893,5.805714285714285,6.9594162826420884,0,2,99,2,3,1,0
너는 내 아들,"주식회사 블루필름웍스,(주)버킷스튜디오",2023,6,117.0,91.0,드라마,12세이상관람가,9.13,6.318787878787879,7.72439393939394,2,0,94,1,2,1,2
더 도터,"(주)빅브라더스,(주)드림팩트엔터테인먼트",2023,10,10.0,90.0,스릴러,15세이상관람가,9.33,5.794615384615384,7.562307692307693,7,1,93,2,3,1,7
료마! 테니스의 왕자: 디사이드,(주)미디어캐슬,2023,9,7.0,89.0,애니메이션,12세이상관람가,10.0,5.805714285714285,7.902857142857142,0,0,92,2,3,1,0
"1986 그 여름, 그리고 고등어통조림",와이드 릴리즈(주),2023,7,111.0,82.0,드라마,12세이상관람가,8.65,6.6,7.625,2,0,85,1,2,1,2
비밀의 언덕,(주)엣나인필름,2023,7,56.0,76.0,기타,전체관람가,8.68,7.2,7.9399999999999995,16,2,79,1,2,1,16
지옥만세,찬란,2023,8,65.0,72.0,어드벤처,12세이상관람가,7.96,6.43,7.195,15,0,75,1,2,1,15
범죄도시3,"주식회사 에이비오엔터테인먼트,플러스엠 엔터테인먼트",2023,5,63.0,70.0,범죄,15세이상관람가,7.65,5.5,6.575,4,1,72,0,1,1,4
타겟,플러스엠 엔터테인먼트,2023,8,986.0,68.0,스릴러,15세이상관람가,6.95,5.0,5.975,7,1,70,1,2,1,7
마야 3: 숲속 왕국의 위기,(주)박수엔터테인먼트,2023,8,208.0,65.0,애니메이션,전체관람가,7.73,6.0,6.865,0,2,67,1,2,1,0
힙노틱,"(주)레드아이스 엔터테인먼트,(주)제이앤씨미디어그룹",2023,9,113.0,65.0,SF,15세이상관람가,6.52,4.5,5.51,13,1,67,2,3,1,13
커밍 홈 어게인,시네마 뉴원,2023,9,12.0,57.0,드라마,전체관람가,8.2,6.33,7.265,2,2,57,2,3,1,2
강변의 무코리타,(주)디스테이션,2023,8,131.0,54.0,드라마,12세이상관람가,7.47,7.0,7.234999999999999,2,0,54,1,2,1,2
경미의 세계,트윈플러스파트너스(주),2023,9,13.0,54.0,드라마,12세이상관람가,8.25,4.0,6.125,2,0,54,2,3,1,2
이누부!,(주)미디어캐슬,2023,10,4.0,52.0,가족,전체관람가,0.0,5.165,2.5825,11,2,52,2,3,1,11
피닉스 미션,주식회사 풍경소리,2023,9,5.0,52.0,전쟁,15세이상관람가,6.0,5.83,5.915,12,1,52,2,3,1,12
노크: 더 하우스,(주)누리픽쳐스,2023,9,92.0,51.0,공포(호러),15세이상관람가,6.35,5.564705882352941,5.95735294117647,5,1,51,2,3,1,5
몬스터 패밀리 2,메가박스중앙(주),2023,8,434.0,50.0,애니메이션,전체관람가,8.12,6.0,7.06,0,2,50,1,2,1,0
서울의 봄,플러스엠 엔터테인먼트,2023,11,2328.0,2952902.0,드라마,12세이상관람가,9.49,6.67,8.08,2,0,2095,2,3,3,2
